ID,Reviews,location,service,price,environment,dish
3,一方国际新开的火锅店，位置挺好找的，店内装修也可以！整体菜价稍微有点儿高，菜品种类很多，整体服务态度很好，特别推荐虾滑和汤底，两个人的话吃饱得300左右，用券挺合适的，下次有机会还会光顾！希望能始终如一！,Positive,Positive,Negative,Positive,Positive
5,性价比较低，自助小料价格较高，整体感觉偏贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
6,服务水平极其不敢恭维，服务员问啥啥不知道，外面两台街机不错,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
7,总体不怎么样吧.消费高.肉很一般.,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
11,还可以吧。量有点少。小贵。味道可以。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
12,表面服务热情，等实际细节很差劲，尤其是人前人后两个样，被发现觉得特恶心,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
16,火锅很好吃，服务也好，就是没有空调！太热了！,Not Mentioned,Positive,Not Mentioned,Negative,Positive
18,最主要是服务太次。说话硬气的服务员特征是穿牛仔裤??，帆布鞋。头发不长也不短,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
19,小酥肉不好吃，太咸了，没法吃！不香，,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
25,"【环境】内部桌席编号是用的麻将牌名称。卫生间只设一个男女共用的蹲位，等死人。
【趣事】我头回见它的招牌，为何误认为唇辣美那么久？??????
【口味】不可点半份，不灵活。自助水果有西瓜，可惜提供几次就没了，服务员直言不讳太贵了。酸梅汤免费赠饮续杯。鸭血和鸭肠腥味大。麻辣牛肉片把我辣懵了。牛蹄筋感觉不太新鲜，而且特别难嚼。蔬菜和糍粑不错。牛油辣椒锅底很正。",Not Mentioned,Neutral,Negative,Negative,Neutral
27,红糖糍粑不是现做的，酥肉也不是太好吃。牛肉不错，就是性价比稍微有点低,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
29,我是会员并不知道中午团购50抵100，结账的时候服务人员也不告知，我就继续用会员号结账，88折比会员价多花了55！！！！！有这种活动服务员不应该提前告知么？而且会员并没什么用，跟团购一样88折，给的肚卷好多张。根本咬不动！！！,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
31,"【环境】在万达一方影城旁边，路过无数次，终于下定决心在离开大连之前，以给胡越饯行的方式，尝一尝。
【服务】当然跟海底捞没法比啦。
【等位】中午没什么人为啥不给我安排带秋千的座位？
【口味】号称加矿泉水的火锅，农夫山泉。",PositiveC16,Negative,Not Mentioned,Not Mentioned,Neutral
32,双拼牛肉一点都不嫩，不好吃，番茄的锅底比较推荐，是用中午的午餐50抵100的唤岬模去之前特意打电话问，服务员告诉下午两点之前进店就可以用，结账的时候被告知是要在两点前结账才可以用，虽然最后给我用唤岬模但是服务感受不是很好，服务员自己都没弄明白！！菜品还不错,Not Mentioned,Negative,Positive,Not Mentioned,Positive
34,"还行吧，
【服务】我们点的鸳鸯火锅，我吃的有些辣，就想到点水涮一下，（旁边有一大瓶农夫山泉写的加汤水）我刚打开瓶盖倒水，服务员就过来说，这水不能喝，我就问为什么，她说是加汤水，我说不是农夫山泉吗，她说是，但是是汤底水，（我心里想农夫山泉是矿泉水怎么不能喝，）我说，没事，就喝这个汤底水了，然后服务员就来了一句，那你喝吧，语气很重，扭头就走了，我一脸懵
【服务】结账的时候有一个88待100的代金券，我们一共花了296然后收银台和我说你可以买3张，我就问那还有4块钱呢，他们我们家不找零，那我们说拿一个水吧，他们说代金券是酒水除外的，后来朋友说4块钱给他们了，不要了
真是是很差的体验，以前也去过，但是我拿水的时候，服务员就提醒一下，没有很强硬的告诉我你不能喝，服务这样，真是不想在去了，",Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
35,加锅底加到洗洁精，虾滑内吃到两根睫毛，管理卫生真是太差了，厨师长拒不认账，经理拒绝出面解决，已经打12315投诉，并且照相取证，有图有真相。,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
52,挺好吃的，就是有点贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
58,吃过他家很多次了，他家味道确实不错，但是你家收银员是不是该好好培训下啊，消费694，网上有8.8的券，要买7张，我一算700，我还没团完，她也没给我算结账，我说再来听可乐，收银员竟然说不行，不能凑单，只能点菜，我去，我都吃完了你让我点菜回家吃啊，还有凑单是什么意思，说我要点可乐必须坐在桌子上才能点，我真的没明白，我是顾客难道不是想点什么就点什么么，点个可乐还规定位置啊，真是服了。虽然后来店长来解决了，但是从吃饭开始一直很开心，结账的时候闹的不开心，这真的是特别小的一件事情，没能明白收银员的想法，还是你家就这样，下次吃完了还得自己算算，可千万别离开桌子，离开了只能点菜，不能点饮料！,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
59,没吃完 服务员总来关我的火..小料没说点 自动加了 还是说退才行 盆友圈集18赞赠羊肉也没提前告知 肉略薄 下锅找不到 团购的券 不然觉得贵了点 环境还不错 放菜的小桌子拿东西不是很方便 总体还可以,Not Mentioned,Negative,Negative,Positive,Not Mentioned
62,环境很好 服务也很到位，火锅很好吃啊，就是有点小贵啦～??,Not Mentioned,Positive,Negative,Positive,Positive
63,味道真的是不错，菜量也还可以，酸梅汤免费而且可以无限畅饮，但是后来没有了也没告诉我们，把杯子拿走了也没给我们上点水什么的，其他都还好吧，东西都很新鲜，推荐鸭血，鸭肠，猪脑，黄喉，手切羊肉，麻辣牛肉，贡菜，豆腐…,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
69,味道是真的正宗，就是有点小贵。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
70,消费高，火锅都大同小异，菜量一般，俩人花了480多，喝了五六瓶酒，肉都在4 5十一盘。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
76,有点小贵，味道不错，红糖糍粑好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
79,停车不用担心，菜品口味一般，价格小贵，没看出特色。,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
81,锅底水是农夫山泉矿泉水 现打开的 加进锅里煮的 底料麻麻辣辣的 太喜欢了 涮的菜品都很新鲜 和老公还有小伙伴一起四个人来吃的 用了两张满一百抵五十券以后花了二百三十多 确实有点小贵 不过味道好 也不是常吃 就还可以接受吧 下次还会继续光临,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
90,东西感觉没有多少就三百多，除了贵没有毛病,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
95,味道还好。。。特别能吃辣的排除在外。三个人吃了三百多。。稍微有点贵。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
98,菜品很新鲜肉尤其好吃，环境挺好的，服务也好。打折券吃的，如果全价微贵了点。还好还好，可以去一次，小聚可以不太适合约会。,Not Mentioned,Positive,Negative,Positive,Positive
100,我个人觉得是真的挺贵的，你要说好不好吃，我觉得也一般…  辣是真的辣，但他家免费的西瓜是真的好吃，酸梅汤也可以无限续杯,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
104,真心很好吃！辣的很过瘾，味道很正宗。酱料种类很多！尤其有我喜欢的油罐！强烈推荐麻辣牛肉！太好吃了！总之赞赞赞！！！就是价位有些高，团购的话还可以。很喜欢。还会再去的！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
105,环境还不错 服务比较满意 火锅味道属实是差了一些 价格也不便宜,Not Mentioned,Positive,Negative,Positive,Neutral
110,"点赞送肉，不过赠送的肉上的好慢啊
这家的辣不是很辣，但是很油，
水果不错，分量也可以",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
113,没想象中慢点吃鸭肠特别惺  然后价位也不低 反正一般,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
117,菜品不错，只是不团购价格有点贵，而且都说是两个人吃了，另一个人是个刚吃完饭的孕妇，结果算账还是算了三个人。回家后才发现，真心不爽。服务员人手也不够。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
125,点了一份红糖锅盔没有吃直接打包了，回家吃的时候才发现竟然糊了，真是无语了，这样的锅盔当时是怎么好意思端上来的呀？让人很难好评。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
128,很好吃，服务很好，就是价格有点贵，不过无所谓啦,Not Mentioned,Positive,Negative,Not Mentioned,Positive
130,一直去这家吃火锅，都是空运来的底料配农夫山泉大瓶水，口感特别，特色菜都好吃，就是偶尔几个菜品点完了特坑，18元上了一盘切成两半的黄瓜，还不如8元一盘白萝卜实惠呢，其它都挺好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
135,菜品味道还是可以的 唯一不太好的就是不提供停车位 停车场只免费停车2小时 有时候遇上饭点过去 不是没有位置停车 就是有停车位置 但是需要等位 这样一来等位的时间也算到了免费停车的时间里 吃完饭出去还得需要在付余出的停车费,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
139,三个女生三百多，价格不便宜，但是质量不错,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
146,收银员服务态度很差！话不说清楚还摔摔打打,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
152,味道不错，价格不亲民，不过还是值得去一下,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
154,价格很贵，也很油，虽然和重庆的很像，但是还是不如重庆作坊式的好吃。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
158,第一次过来，感觉不错调料跟符合口味，发票开不了，停车票也没有了，有点失落,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
163,很好，很四川，但是对学生来说真的贵.,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
166,贵 菜品都很贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
173,喊服务员装聋听不见 菜品也没有以前新鲜 连油碟和麻将跟以前味道都不一样了 失望不会再去,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
184,一个月去一次，同事聚会，朋友聚餐都去他家，好吃，真的好吃，尤其是周五排队人可多了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
192,宣传的很好，噱头也够，差点东西，也许不仅仅是服务的问题。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
201,虽然有点小贵，但是真的超级好吃，还赠送了酸梅汤，歇歇,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
202,环境不错   菜竟然都不能点半份  量不多  价格好贵哦  味道还不错   真的好贵,Not Mentioned,Not Mentioned,Negative,Positive,Neutral
204,菌类鸳鸯锅，端上来就想走了，腥，特别腥，点了两盘特色牛肉，除了咸没什么，就是咸，特被咸，贼咸，不好吃，不好吃。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
208,好吃 就是很贵 两个人350,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
209,在大连出差，还能吃到这么好吃的家乡味，不错，就是略贵，一个人干掉我210,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
221,等了很长时间 鸭血不错 黄喉一般 对于两个人来说有点小贵,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
230,个人口味不算辣 味道一般 价格偏贵！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
244,排队等餐；我肚子一般挺狠的，结果吃完意外腹泻两次直到次日早上写着评论还在泻；到家身上都是火锅味，晚上睡觉不时还有一股股火锅味…,Not Mentioned,Neutral,Not Mentioned,Negative,Not Mentioned
246,他家的特色牛肉真的不好吃，都没吃，但是锅底味道不错，我特别能吃辣，来大连这么久终于找到符合我口味的辣，而且菜品有点小贵，两个人花了300，只有锅底是我最满意得了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
250,价格小贵，点菌汤锅底，可以不要再额外点菌类了，锅底比较多,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
251,三个女孩，花了260，说实话挺贵，不过味道还挺好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
252,除了稍微有点贵没毛病，辣的够味,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
257,味道啊 服务啊 都挺好 就是贵啊 两个人貌似没点什么太多就三百多 但是吃的还挺饱 还没有点酒水 心疼钱的主慎重考虑  不是大众消费 人均二百左右 但是 特色 鸭肠 绍粉确实不错 如果价位能低点 一定会经常去 鸭血没有吃到 说没有了 吃饭的人也不少,Not Mentioned,Positive,Negative,Not Mentioned,Positive
259,买单的时候说没有优惠 结果看美团有豢梢杂 收银员服务极差！,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
263,挺好吃的，和渝香差不多。价位不低，人很多。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
271,环境好，口味也算正宗，小贵,Not Mentioned,Not Mentioned,Negative,Positive,Positive
274,菜什么的都很新鲜，但肉和虾滑很贵，而且羊肉有掺假的嫌疑，虾滑打的太碎不好吃，要冰块没有要湿巾也没有，好在服务员态度比较好，上菜的时候会有服务员很大声的说上菜了，声音太大，能吓死人，坐的位置有秋千，来回摆荡，很不舒服,Not Mentioned,Positive,Negative,Negative,Neutral
278,超级无敌巨赞??的一家火锅店，一个月去了两次，第一次是去铁路医院看病顺路吃的，当时就爱上嘞，这第二回是去铁路医院复查，又去嘞，马上29号又要去铁路复查嘞，准备再去??????他家的鸭肠，鸭血，猪五花，肥牛推荐，糍粑也行，感觉他家菜量也行，可能重庆火锅价格本身就贵吧，他家消费是挺高的，俩小姑娘没吃啥就二百八??但味道真的是超级无敌巨赞??的P.S店家，能不能再多！点！儿！优！惠！！！我这不远百里从瓦房店去你家吃顿火锅不容易啊??还一个月吃三回的??,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
279,服务不是很好，味道还行,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
284,没有发票，如果需要发票的不建议去，小孩没吃也要交小料费用还说美团退不了，停车票也不给说发完了。非常差的一次用餐，对了最后赠送了一瓶自制的饮料。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
301,好吃，小贵，三人消费350，强烈推荐麻辣牛肉！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
302,菜没洗干净，端下去重新洗的。不知道是吃够了还是咋滴，这次去吃觉得真的不好吃，距离上次来吃也已经半年了,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
304,味道好，环境好，就是价格贵，来过很多次了,Not Mentioned,Not Mentioned,Negative,Positive,Positive
305,人不少，等好久，活动菜不问还不说,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
306,菜品口味都是还可以的，价钱蛮高的,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
309,就是贵味道还非常一般，这个价钱还不如去吃海底捞,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
314,不好吃，服务差，叫服务员都没有人理你,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
318,很好吃，就是价格不便宜，吃完嘴巴已经不是自己的啦？哈哈哈,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
319,我喜欢吃辣 超爱吃 连着去了两天 吃到不易乐乎 第一天去没跟我说发朋友圈点赞送东西 第二天去就有 朋友圈超给力 刚发出去动态 三分钟不到赞集满 那赞数字一直在跳 哈哈哈 还有我们东西没吃完 就把火关了 我打开可能温度调的有点高 刚下里菜 服务员直接把火关了 什么都没说直接就关 我并不知道锅里水很满 火大会导致糊锅底 反正我是去吃东西的 不是去看态度的 就这样吧 上图,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
322,菜量太小，辣锅还可以，别的锅一点也不好吃。服务太差。总之不想再去第二次 #火锅# #高钙羊肉# #午餐肉#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
335,贵，两个人四百多。  够去海底捞了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
342,稍贵一点，味道还好，特意美团上找的，服务员个别还挺满意的，菜品量也可以，调料区看不懂，也没人指导，客流量挺大的，位置不是好找，对于外地来玩的朋友来说，打车没给我送到门口，导航找了半天才找到，人均150吧！,Negative,Neutral,Negative,Not Mentioned,Positive
344,有点小贵 吊着的椅子不舒服 但是菌汤巨好喝 媳妇超爱 其他味道也不错,Not Mentioned,Not Mentioned,Negative,Negative,Positive
345,这是第三次去了，本来挺喜欢的。但是这次真是最差的感觉，一开始态度不好也不坏，除了没有微笑耷拉个脸，都还好；菜上不齐，催一下服务员态度很强硬，说：等会就上。然后，又换问领导，才知道菜上错了。这之后，服务员态度就很差，就当看不到我们这桌有需求一样，汤底没汤不给加，需要自己去告诉别的服务员；饮品瓶拿走，就不管了。我花钱来看你脸色的？??不会再来了！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
346,服务也就那么回事吧  菜也就那样  猪脑花不能吃,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
