id,content,location,service,price,environment,dish
1769,已经来了很多次了，味道一如既往的不错，唯一不好的地方就是因为人太多了，有些吵.,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1779,溜鱼片不咋地，牛舌很好吃，人多，走菜有点慢，总的来说还不错。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1789,基本上每周能去一次，只不过团购价钱涨了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1815,挺好的，和闺蜜一起去的，感觉海鲜有点贵，其他都还好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1816,只能说太一般了，小串还行吧，护心肉太硬了，牙口好的可以，烤鸟贝量少且难吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1818,口味非常不错，就是人多太吵了！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1825,菜品不错，护心肉挺好吃，特色。就是服务员管理的不行，掉档次,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1826,简直一塌糊涂，告诉不要辣的，还是上辣的，告诉服务员，说换不了，给我们个刷子让我们刷刷吃，真的败给他了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1836,环境可以上菜太慢，味道不错，服务一般,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1841,环境服务都一般，菜上的太慢了，,Not Mentioned,Negative,Not Mentioned,Neutral,Neutral
1847,来了很多次了 真的不错 就是人太多了  有几次都得排队,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1878,现在人真的很多，但是服务真的不想说，口味也不怎么样,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1880,菜不错，海鲜新鲜，人多，服务员太忙，上菜慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1882,味道一般，很咸；价格贵，海螺59一斤！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1883,人太多，服务跟不上啊。上菜比较慢，味道不错，喜欢烤牛舌。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1890,感觉没有以前好吃了！而且只能在前台站着点菜！服务员态度还不错！但是环境有些乱哄哄的！结账的时候才团购的！周围都是空啤酒瓶子装饰的！挺有意思！,Not Mentioned,Positive,Neutral,Negative,Neutral
1891,总体不错，价格不贵，因为烧烤环境肯定吵，不过还能忍受,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1894,非常好，不过晚上人多，上菜有点慢，海鲜偏贵,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1897,味道正宗，环境不错，就是价格稍微贵一点，不过值得品尝一下。不枉大连一行,Not Mentioned,Not Mentioned,Negative,Positive,Positive
1898,垃圾 实在太垃圾了 等了一个小时还没上菜 还有点了还点错了 没给点上的 真的很差劲,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1901,上菜比较慢，口味还可以，价位合理。海鲜种类齐全,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1915,味道不错，也许人多服务员忙不过来，最后点的会慢一些，总体不错，还会再来,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1917,上菜比较慢，价位合理，桃花虾很好吃,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
1954,就是黄蚬子里面沙子太多 服务员二话不说就给退了，海胆很新鲜。就是烤鱿鱼太咸了 味道还是不错的,Not Mentioned,Positive,Not Mentioned,Negative,Neutral
1956,环境，菜味都不错，就是停车麻烦,Not Mentioned,Negative,Not Mentioned,Positive,Positive
1968,还可以吧…服务态度不是很好，需要加强,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1974,烤串太咸，本身自己口就很重了，但还是太咸了。口味也一般，失望，不像朋友介绍那么好。服务员也不灵光，上错菜，我们反映不是我的菜，但她看眼单子说是，就走了，我们自己看原来服务员看的是隔壁单子，哎,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1977,喝酒的地方，猪蹄和护心肉好吃，希望盐h鸡胗做好点。总之不错。可惜没有青岛淡爽。纯生太贵4人喝4箱酒钱就奔600了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1983,吃喝绝对没问题，老板娘也很和善，就是稍微有点贵，团购完还人均150多。也可能我们喝的有点多,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
1987,紫航旗下的，所以价格较贵，可能过节吧!菜上的比较慢，最后上的只好打包带走。,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
1988,三个人消费八百多点团购后680还是可以的，楼下包间跟楼上比太差了，一次性餐具太太太太太脏了简直是哎。赶快换餐具供应商吧，太恶心了。以后只去一楼包间不要一次性餐具，其它都不错的。,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1993,很不错，还会再去。就是服务员有点慌，上菜给菜给酒洒了什么的好几次…还得练啊,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1996,环境凑合，烧烤店就是比较吵，肉类确实不错，海鲜就算了吧。不用团购的话价格确实小贵,Not Mentioned,Not Mentioned,Negative,Negative,Neutral
2015,有点小贵。四个人两男两女没吃啥花了400多。而且女的不怎么吃。烤夏威夷贝千万别点。***啊,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
2048,上菜太慢了…点个菜得等20到30分钟才能上来…,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2053,环境服务口味都不错，就是价位有点小贵啊,Not Mentioned,Positive,Negative,Positive,Positive
2054,各方面都不错，环境尤为喜欢，价位小贵,Not Mentioned,Not Mentioned,Negative,Positive,Not Mentioned
2068,挺好，就是不便宜！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2072,菜品口味可以，海鲜超贵，一斤皮皮虾99点了半斤，非常小，就是新鲜度还可以，油边好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2073,味道好，材料新鲜，就是贵！可是吃了还想吃。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2075,很好，就是服务员忒傲气！瞧不起人的感觉,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2078,海鲜还好，但是真心贵，贵，贵，贵，贵，贵，贵。。。。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2079,口味but 错就是量是不是太少了呢,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2080,网红店，看着大连攻略很多人推荐，去的时候还比较早 才等了二十多桌。吃完出来外面已经排了四十多桌了。  味道感觉还行吧，没有那么好吃。  价位还是有点偏高的。两个人三百多 感觉没吃什么....     。 凑个热闹 以后不会再去了,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
2081,价格小贵，看小红书推荐的才过来。  味道还可以,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2083,跟男朋友来的，点了不少海鲜两个人花了300，菜码还可以，海鲜价格感觉还是有点小贵吧,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2089,环境不错，上菜快，味道还行，价格贵,Not Mentioned,Positive,Negative,Positive,Positive
2090,菜品还可以，就是价格太贵了啊！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2094,就是一个字“黑”，我和我对象俩个人花了670块钱，我们两个是外地来的。以为海边城市海鲜会便宜，所以没多问就跟着大堂经理点餐，一直给我俩推荐贵的东西，一直也没说多少钱，那么大的扇贝也不给我们看看就推荐4个，一男一女那能吃的了吗？也不管我们两个能不能吃完，还一直推荐别的，连吃不了的提醒也没有。一个飞蟹99元！服了,Not Mentioned,Negative,Negative,Not Mentioned,Negative
2105,菜都很不错，老顾客了。有一点不太好就是点了个鱼杂豆腐，上来个蟹钳，完了告诉鱼杂没有了，我说点菜时候看见有鱼杂啊，服务员说别人点了还没撤下去，我有点不信啊，别人点了的菜能在点菜台上访那么长时间吗？,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2109,就是一个字，贵，而且螃蟹还不大，要一百块钱一只，味道一般,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2110,菜品不错 价位偏贵  适合游客去尝尝鲜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2115,海鲜很新鲜，挺好吃的，但是大连的海鲜不是一般贵，不像在海边，像是内陆地区吃新鲜海鲜的价格,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2118,菜太咸了，还贵，不点菜不让进门坐着,Not Mentioned,Negative,Negative,Not Mentioned,Negative
2119,味道一般  价格挺贵的  没啥特色也  不怎么太喜欢,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2121,挺好的，就是人特多，有点吵，串还挺好吃的，毛血旺我不喜欢,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
2125,有点贵但是真好吃？？？？？,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2126,有人推荐生吃海胆可我不太敢，点了海胆蒸蛋，感觉也非常好吃。扇贝很香很入味，烤牛舌不油不腻，鱿鱼份量很足，只是羊肉串略显中规中矩，没什么味。价格偏贵，不过最糟心的是服务员。门口的那几位，一副傲慢冷漠不耐烦的样子，我第一次来我就是什么都不懂，怎么了？所以就算饭菜好吃我也只想给四星。只有上菜的那一个小伙子乐乐呵呵，很阳光很有礼貌，让人感觉还好点。 #海胆蒸蛋#,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2129,味道可以的。价格不便宜。 #护心肉# #烤鲍鱼# #羊排#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2134,性价比很低，很贵，味道却很一般。                  参考价：烤鲍鱼一个29 烤大扇贝一个29 烤鱿鱼一个29 烤海螺一个29,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2139,没啥吃的，还挺贵！！！！！！！！！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2143,很好吃，虽然有点贵，但是都很好吃，人超多，去的晚了要排好久的队，麻辣皮皮虾也很好吃，但是感觉很辣，吃起来有点费时间，坐车的朋友要多留一些时间出来，扇贝，烤虾，鲍鱼都很大，羊排串也不错，海胆感觉生的比蛋蒸的味道应该要更鲜一些，下次去尝尝生的。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2145,到大连的第一顿海鲜，还是看了美团的推荐找到的，口味只能说一般，环境还可以，服务在点菜之前还是可以的，点过菜基本就没人理了，价格是相当不便宜，扇贝，生蚝，烤虾……都是按只算的，29~58一只不等，俩人吃了三百多，呵呵……土豪请忽略???,Not Mentioned,Neutral,Negative,Positive,Neutral
2146,网上评价很高的一家店，特意去的。价格挺贵的，东西不错，去的人也很多,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2148,地角不错，环境不错口味一般吧。价格有点小贵,Not Mentioned,Not Mentioned,Negative,Positive,Neutral
2152,贵一些，还可以。多春鱼好吃，就是有点咸,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2154,美团人均八十多，结果两个人花了五百，海鲜论只卖，较贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2155,肉串味道不咋地，价位也高，不是想像中的,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2157,在网上对比查找了很久才选的这家正红旗海鲜烧烤。前十分钟看的时候还无需排队，再过十分钟去看地址的时候发现已经有10多桌在排队了，赶紧约了个号。找店也找了很久，打电话过去问前台态度非常好，很耐心的告诉怎么走。到店后等了半小时才入桌，菜品如照片，虾爬子很好吃，椒盐口味的，炸得火候刚刚好，酥酥的。三鲜饺子也好吃，就是大青虾放咸了，没吃完。看来没选错店，非常棒,Negative,Neutral,Not Mentioned,Not Mentioned,Positive
2158,菜很OK味道都很好 就是服务员会来催你买单很不爽,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2159,服务好，菜的口味也好，价格还贵,Not Mentioned,Positive,Negative,Not Mentioned,Positive
2161,味道不错，小贵。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2168,是在网上选的店，开始还怕不好，到店后发现选择是对了，海鲜很新鲜，扇贝29一只，很大个，味道鲜美，烤大虾19一只，挺新鲜的，螃蟹很赞，69一只，很肥，而且非常新鲜好吃，烧烤类也不错，总体来讲很满意，价格稍贵，但偶尔消费还是能接受的，服务跟卫生环境也很不错。,Not Mentioned,Positive,Negative,Positive,Positive
2176,服务态度特别差，一听你要点的少或者串串类，脸色口气马上转变，一吃完就催你结账，东西味道一般，不值那个价格，一种欠了他钱的样子！,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
2177,除了贵点 人多没毛病  两大两小吃了八百多。烤牛舌超好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2178,人真的是超多，等了有一个多小时，海鲜特别新鲜，价格也还可以，真心不错,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
2179,龙虾很好吃。排队等的太久啦。人太多啦。但是最后都吃的不错。很赞。做为到大连旅游的最后一餐。满足啦。打道回府。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2181,去大连的第一顿饭就是找的这家，不枉等了一个多小时，海鲜很新鲜，就是价格有点小贵，推荐,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2186,海鲜不错，19:00多到这里，没有提前预定，人爆满，排到123号，等了快一个半小时，终于吃上了！大众口味，在市里这价钱吃的就算不错了！可推选！下次来一定要提前预定！,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
2188,贵，一般，不大好吃，皮皮虾还有蛮多都烂，经理还说都是活的，,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2189,"味道还一般，但是服务态度真的差。价格也贵！说着大排档，其实贵的很。扇贝29一只，生蚝29一只，鲍鱼50一只。。。然后不点菜就不让坐，必须点了菜，才说去那里坐，也没人带你去，自己去找座r（s＿t）q
最重要的是，菜都上了，还不上筷子。问了一次，服务员不理，就走了。等了好久，菜上了两个了，另一个服务员发现没有筷子才拿过来就算了，结账的时候，等了半天没有人来带，自己去。结账的人还说，你们怎么自己出来了，几台的啊？？哇！什么鬼，我等了好久都没人来带，自己来付钱还不可以嘛？我就应该走了不付钱的，好吧",Not Mentioned,Negative,Negative,Not Mentioned,Neutral
2190,怎么说呢，算是慕名而来的吧，看了去哪网攻略，一个博主盛推的，下午两点多，也没有了博主说的优惠，服务员态度怎么说呢，热情的不够实在，味道很可以，麻辣的虾爬子，味道很足，拌黄瓜也很好吃，生蚝味道就just Soso吧，不过真的很新鲜，另外酒水是不让自带的，下次是不考虑去啦,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2192,味道一般吧，价格略贵，性价比不高,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2194,很满意，但是去晚了需要等很长时间，去很多次了！很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2195,"烤牛舌和护心肉烤的很好吃！点赞啦
蒜蓉烤扇贝味道也挺好的，不过29一只有点稍贵啊
那个啥公飞蟹？蒸出来的味道一般，蟹黄都是黑的
烤大虾的味道没有想像中的好
对了，强烈推荐鱼豆腐，螺肉丸再加上烤牛舌和护心肉，这几样就能吃的比较满足了。
价格还是有点小贵啊。",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2196,不好吃，量少，鱿鱼都是烤过了，不建议去吃，还不如忠正小吃城做的好吃。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2197,人很多，环境吵闹，服务生缺少，鱼烤过火，不怎么吃辣的建议吃微辣的，我们点的不辣的不怎么好吃，疙瘩汤很赞，上菜速度慢,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
2200,口味不错，但是价格偏贵，感觉份量不太足,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2207,看美团评价找到这家的，味道很赞，人很多但服务很好，总经理亲自点的菜，虽然价格小贵，但总体不错，五星好评！！,Not Mentioned,Positive,Negative,Not Mentioned,Positive
2212,"听了朋友的介绍，慕名而来。菜品非常不错，味道可以，值得一试。大部分是海鲜，和东北菜，没有什么特别突出的地方。就是感觉太贵了，三个人吃饭花了将近600块。

友情提示一句，和吃海鲜不要喝啤酒飘零太高了",Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2213,我看这里人气是大连最火的海鲜饭店就来了，坐地铁一号线倒二号线中山广场下车走不远就到了。东西都很贵，性价比稍低。排号和等餐都比较慢，但是菜的味道不错。蚬子很肥美，没有一点沙子，捞汁什锦很好吃，就这俩菜还算实惠。我和我表妹两个人简单吃点花了三百多。,Positive,Negative,Negative,Not Mentioned,Positive
2214,价格偏高，但口味真不错。还会再去,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2219,凉菜特凉，冻牙，烤大虾盐特多，咸，菜少价格高，适合特别能装的人来着吃饭,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
2222,东西环境都行，就是管理差，酒水小姐见到自带酒水的拉拉脸像仇人一样，还要开瓶费。牛舌，韭菜盒子不错，其他的大连街各家海鲜烧烤都差不多。,Not Mentioned,Negative,Not Mentioned,Positive,Positive
2223,海鲜比较多，味道也不错，价格小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2225,海鲜挺好吃，烧烤味道也很好～螃蟹很大哟，就是有点贵……,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2229,菜品口味较好，服务周道，环境一般。价格较贵。,Not Mentioned,Positive,Negative,Neutral,Positive
2230,鱼很嫩很鲜啊。好吃。而且客人很多。我排了很久的队。来大连玩的第一天晚上吃的。不错不错。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2236,上菜比较慢，东西还是不错的，分量很足的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2242,我能不能说，来大连吃的这顿海鲜烧烤慕名而来却真心有点希望，特别是烤大虾，无味又吃着硬，蒸扇贝性价比不高。烤羊肉小串还行。辣炒黄蚬子一股火锅底料味。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2244,菜品和味道还是不错的，不过阿根廷大虾39有点高了。。。我在旅大吃的才9.9。虽然是小点。不过性价比就差很多了。鱼香小鱼是要推荐的。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2246,第一次来，完全是在网上找的，巧的是离住的酒店不远，溜达10多分钟就到了。5点多等位的人就相当多了，排了近一个小时坐下的。海鲜都是活的，个儿大新鲜，味道也不错,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2253,在美团上发现的，就在美团上直接排好号去吃的，到了以后人超级多，如果不提前排号的话，要等很久，进去以后我和老公儿子点了点海鲜和几个菜，吃的很好，海鲜特别新鲜，我和老公都吃的非常好，三口人花了300块钱还可以！,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
2256,真心贵，服务员连忽悠带骗。味道只能说一般般。,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
2267,不想说啥了，原来来吃的都挺开心的，就这一次我真是醉了，什么服务态度，东西没上硬说我们吃了，你不问就不理你，然后一群服务员一边一边来看，不是我说啥，换其他人早翻脸了，然后连句抱歉都没有，我真是服了！以后不想再来了。一次把原来的印象都毁了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2268,8个人吃了9百多，一般吧，价位偏高，,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2271,炒菜味道不错?，尤其是羊排，很好吃，海鲜价格不便宜，凉菜一般，上菜慢，客真的很多，排不上，总之，不错?,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2272,来大连旅游，看上面推荐的，太贵啦,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2273,我不知道为什么网红推荐这个，这些 食物的味道和价格根本不成正比，400块吃不饱，同等价位俩人可以吃的特别好，所有食物救几乎都一个味道，鲍鱼还没我自己家做的好吃，真的不值，来吃海鲜的都是外地人吧，本地人都过去吃炒菜了，十分不值！服务员一直过来瞅着你吃，我就不明白了，瞅啥啊！后来我们又去吃的渔公码头海鲜，呵呵，同样价格吃玩后更感觉网红推荐的真的不行，卡脸。,Not Mentioned,Negative,Negative,Not Mentioned,Negative
2274,量少，价格偏高！食材鲜还可以！我们是旅客，下次过去应该不会去了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2278,非常火爆的一家店 烧烤很好吃 尤其是烤牛舌 海鲜很新鲜 价格有点小贵不过也值得毕竟很好吃 唯一不足的是要了半斤虾爬子就上了五只?感觉有点缺斤少两 总体来说还是非常不错的 下次还会再来。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2280,海胆和大扇贝是最贵的，但物有所值。生蚝和大虾非常大，但都是19一只。牛舌很软，味道很好。其他的菜都是正常价。这家店很火，等了2小时才吃上。下次还会去的。,Not Mentioned,Negative,Positive,Not Mentioned,Positive
2283,"等位太久，等了一个半小时
【等位】1.5小时
【口味】不错
【环境】一般
【服务】还行",Not Mentioned,Negative,Not Mentioned,Neutral,Positive
2287,人多，服务跟不上，菜品不是很新鲜，而且很慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
2298,好吃是真好吃，贵也是真贵 #烤牛舌# #烤鱿鱼# #大夏夷贝蒜蓉蒸#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2299,太贵了太贵了太黑了，去过一次不想去第二次,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2309,东西味道一般，价格却很贵，不值得去的一个店。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2310,点了2个玉米，吃了一口，发现玉米上有绿点，怀疑发霉，结果服务员找主管，结完账也没人来给个说法，只把玉米退了。这种服务，卫生，真不知道怎么这么多人来吃。,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
2313,味道挺棒的，但是价格小贵，人多，要去的话得提前排好队,Not Mentioned,Neutral,Negative,Not Mentioned,Positive
2317,两个人吃了三个海鲜加一个烧烤三百多一点，真的很贵啊,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2320,口味太咸 反而吃不出鲜味 服务差 喊半天没水喝 不满意,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
2322,人多排位，等了40分钟，菜味道还行，价格略贵,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2323,口感一般，价格不菲……服务一般,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
2325,去晚了得等位，火的一塌糊涂。,Not Mentioned,Neutral,Not Mentioned,Negative,Not Mentioned
2333,正红旗海鲜烧烤大排档在网上他家评论挺好的，所以我们就选择了这个地方吃饭，选了几样招牌的海鲜，感觉海胆还是生吃比较好，熟的酱油味太重了。烤海肠很嫩，但是酱料有点儿太咸了！环境很一般吧，他家没有无烟区，到处都有人在抽烟！呛人呛得简直让人受不了！感觉特别特别的low！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
2335,太贵了！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2336,老顾客了，口味很好。但是可能因为太火了，人太多。上菜慢，服务质量也下降。希望贵店能注意。??,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2337,强烈推荐!尤其是酱猪手，味道超级无敌好吃!蒜蓉粉丝扇贝超级大，肉嫩，味鲜!培根肉卷也特别好吃!它家消费不低，但味道好比什么都重要!,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2338,口味不错，价格偏贵，服务不是太好。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2345,挺好吃，也是当地特色，排队排好久，海鲜都很新鲜，不错，味道也很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2346,口味尚可 质量也不错。就是稍微贵了点 大鲍49。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2350,味道还可以，价格不便宜，人实在是太多了，等了好长时间。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2351,排队用了很长时间，东西很新鲜。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2359,菜品口味一般，服务态度实在让人不敢恭维！！！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2360,上菜速度特别慢，我们十几个人点了一堆还没给我们上齐。吃了三个多小时菜还没上齐。开玩笑呢吧。什么菜没上当时也没注意，过后才发现。坑人啊,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2364,人真是超级多，海鲜肥美，价格略贵，味道很棒！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2365,周末来的比较早，上菜比较慢。味道没感觉有什么特别之处。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2367,外来游客，看到评论不错，特意找去的。拿号排队那的男服务员板脸像欠他钱似的。味道真心一般，还没有我那内陆城市的好吃，可能地区饮食差异吧。关键是还不便宜，我一个人点很少就吃了两百多，谁说人均消费70的，70能吃啥？,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
2368,味道还可以，比较新鲜，上菜有点儿慢，人很多,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2381,味道一般，生意真好！九十点还得排队！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2382,味道还是可以的，人多，没有人管我们情侣，这点一般，然后就是贵…你们懂得,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2386,不推荐大家来，不值得这么长时间排队 shiwangq,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2387,有点小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
