model,w-precision,w-recall,w-f1,precision,recall,f1,acc
cnn_epoch_4_language_512_cnode_64,0.8044483476729528,0.8019193857965451,0.7649809363251475,0.8082033833562638,0.6348250023595013,0.6552875501612545,0.8019193857965451
cnn_epoch_4_language_512_cnode_64,0.7945005471386668,0.7800383877159309,0.7752212253121221,0.7978966133289898,0.7725338004049426,0.7729588519148063,0.7800383877159309
cnn_epoch_4_language_512_cnode_64,0.8481211123788928,0.8502879078694817,0.841449873467462,0.8423143029683653,0.7694127832325732,0.7940796610416838,0.8502879078694817
cnn_epoch_4_language_512_cnode_64,0.8569081974184788,0.8307101727447217,0.8352129395305767,0.8121738345321576,0.8476654935478465,0.8198355661675625,0.8307101727447217
cnn_epoch_4_language_512_cnode_64,0.8917744038761529,0.8882917466410749,0.8894949980594361,0.8610299625468165,0.8769381112586774,0.8682507066237799,0.8882917466410749
cnn_epoch_4_language_512_cnode_64,0.8976938458487573,0.8870967741935484,0.8896583047403385,0.8563652663934427,0.8903619528619529,0.869678366475377,0.8870967741935484
cnn_epoch_4_language_512_cnode_128,0.7615592785670114,0.7424184261036468,0.7485109561752599,0.7086813369852583,0.7295196339333432,0.7148488766175769,0.7424184261036468
cnn_epoch_4_language_512_cnode_128,0.7984175704231498,0.8142034548944338,0.7949719870291456,0.7555305288224543,0.6666938767433002,0.6904760034329909,0.8142034548944338
cnn_epoch_4_language_512_cnode_128,0.7899759519146929,0.8057581573896353,0.7930056530261964,0.7277781028097934,0.6745560459779276,0.6924901270604396,0.8057581573896353
cnn_epoch_4_language_512_cnode_128,0.7724866166463096,0.7777351247600768,0.766731577249678,0.7634545454545454,0.7154975827784366,0.7288599297942093,0.7777351247600768
cnn_epoch_4_language_512_cnode_128,0.813933095229943,0.8195777351247601,0.8159696523393405,0.7654578431602628,0.745018357694218,0.7539983926059874,0.8195777351247601
cnn_epoch_4_language_512_cnode_128,0.811762889156162,0.8026871401151632,0.7998492044266793,0.8144967725762988,0.796754368743732,0.7981394644832073,0.8026871401151632
cnn_epoch_4_language_512_cnode_128,0.864456985339069,0.8595009596928983,0.8613346650763518,0.8226587396320272,0.839969391724505,0.8304043698583936,0.8595009596928983
cnn_epoch_4_language_512_cnode_128,0.8380894088006666,0.8399232245681382,0.8387050587334118,0.8204340548691573,0.8108228590581532,0.8152488868094252,0.8399232245681382
cnn_epoch_4_language_512_cnode_128,0.873567505611795,0.8694817658349329,0.8709508577978899,0.839189835770541,0.8548243755527811,0.8462287946087541,0.8694817658349329
cnn_epoch_4_language_512_cnode_128,0.8572947367004455,0.858678955453149,0.8518904698116166,0.8533583646224447,0.7910052910052909,0.8132809577254021,0.858678955453149
cnn_epoch_5_language_256_cnode_32,0.7715620420675924,0.7424184261036468,0.7500995956435753,0.7145995199562443,0.7421207375328518,0.7200732056238548,0.7424184261036468
cnn_epoch_5_language_256_cnode_32,0.8046592533166739,0.818809980806142,0.8043841140512957,0.7577933915598876,0.6863275961299026,0.7088299204513377,0.818809980806142
cnn_epoch_5_language_256_cnode_32,0.7935381204737444,0.8015355086372361,0.7967545474619336,0.7187358831845524,0.6986040398404523,0.707318700409276,0.8015355086372361
cnn_epoch_5_language_256_cnode_32,0.8041054408365326,0.8076775431861805,0.8011736304706046,0.7958316794482942,0.7581373843772267,0.7710446942692624,0.8076775431861805
cnn_epoch_5_language_256_cnode_32,0.8350629878519459,0.835700575815739,0.8172584059425363,0.8337388468356368,0.7091496821248818,0.7406571055868489,0.835700575815739
cnn_epoch_5_language_256_cnode_32,0.8465788217533927,0.835700575815739,0.8333053473313958,0.8498290293811064,0.8298298034893182,0.8318740522614836,0.835700575815739
cnn_epoch_5_language_256_cnode_32,0.8860067771148732,0.8863723608445297,0.8861797857554256,0.8597989934951162,0.8573680685344588,0.8585693323550991,0.8863723608445297
cnn_epoch_5_language_256_cnode_32,0.8694619403971652,0.8495201535508637,0.8531509411447917,0.8291777504509534,0.8628389475448299,0.8384819109103954,0.8495201535508637
cnn_epoch_5_language_256_cnode_32,0.9117769257729441,0.9117082533589251,0.9117419680604166,0.8932868782983145,0.8938880531011202,0.8935866013071896,0.9117082533589251
cnn_epoch_5_language_256_cnode_32,0.9159496011666316,0.9155145929339478,0.9157096142639624,0.8961567265795207,0.8998316498316499,0.8979626732326211,0.9155145929339478
cnn_epoch_5_language_256_cnode_64,0.7607379002559834,0.7593090211132437,0.7599899000112595,0.7191743275451141,0.7216686088475291,0.7203787688266929,0.7593090211132437
cnn_epoch_5_language_256_cnode_64,0.8108314841376348,0.8172744721689059,0.8133820036144727,0.7449329815530894,0.7248962306622933,0.7337581248024625,0.8172744721689059
cnn_epoch_5_language_256_cnode_64,0.809124501100978,0.8107485604606526,0.8099056024735012,0.7331726583802004,0.7290547856035019,0.7310609320752766,0.8107485604606526
cnn_epoch_5_language_256_cnode_64,0.7971142217733241,0.799616122840691,0.7899581346631694,0.792720514366084,0.740742246317323,0.7560364302855633,0.799616122840691
cnn_epoch_5_language_256_cnode_64,0.8534176561050395,0.8583493282149712,0.851556190880739,0.8337064760681738,0.775009167243004,0.7972538163410583,0.8583493282149712
cnn_epoch_5_language_256_cnode_64,0.8718810152341608,0.8714011516314779,0.8711591643820265,0.8724592115423113,0.869664727893731,0.8705760147808888,0.8714011516314779
cnn_epoch_5_language_256_cnode_64,0.8876519017758234,0.8894433781190019,0.8880483162732895,0.8693052645827373,0.8511133339767945,0.859474460254858,0.8894433781190019
cnn_epoch_5_language_256_cnode_64,0.8743461355858623,0.872936660268714,0.873508325653725,0.8537723426500681,0.8601977543154014,0.856819384575174,0.872936660268714
cnn_epoch_5_language_256_cnode_64,0.9096887467605488,0.909021113243762,0.909310642825054,0.8885404733023339,0.8935183473584525,0.8909680922926131,0.909021113243762
cnn_epoch_5_language_256_cnode_64,0.9201038402337581,0.9205069124423964,0.9202693074886832,0.9054320118393344,0.9006132756132756,0.9029716668583732,0.9205069124423964
cnn_epoch_5_language_256_cnode_128,0.7439167307412906,0.7416506717850287,0.7427137598688347,0.6990940845864304,0.7023986622368414,0.7006579952734708,0.7416506717850287
cnn_epoch_5_language_256_cnode_128,0.8064325325158995,0.8168905950095969,0.8094459021695408,0.7463202807442753,0.7091622099859332,0.7238626977024504,0.8168905950095969
cnn_epoch_5_language_256_cnode_128,0.8139628523891375,0.8084452975047984,0.8109129447959562,0.7316104108707584,0.7438662608227804,0.7372510479982068,0.8084452975047984
cnn_epoch_5_language_256_cnode_128,0.8044776600777258,0.8046065259117082,0.7936652361748631,0.8042753926423359,0.7422314451640366,0.7593184035577338,0.8046065259117082
cnn_epoch_5_language_256_cnode_128,0.8484746079472574,0.8537428023032629,0.8490465428596152,0.8188468423433493,0.7802708552844322,0.7962240140730991,0.8537428023032629
cnn_epoch_5_language_256_cnode_128,0.8362253658969669,0.8272552783109405,0.8250007736020079,0.8390918938864145,0.8217052292466933,0.8235598510271684,0.8272552783109405
cnn_epoch_5_language_256_cnode_128,0.8820222935245355,0.8840690978886756,0.8824369816015872,0.8630893531562391,0.8431885253333568,0.8522428302904546,0.8840690978886756
cnn_epoch_5_language_256_cnode_128,0.8733884672774467,0.854510556621881,0.857951407179446,0.8340232388366932,0.8674526562761857,0.8436013161444401,0.854510556621881
cnn_epoch_5_language_256_cnode_128,0.9063154778257964,0.9071017274472168,0.906585236422458,0.8911942127852607,0.8825889213408373,0.8867187780772686,0.9071017274472168
cnn_epoch_5_language_256_cnode_128,0.901135916714864,0.8928571428571429,0.8949835681229983,0.863150954308849,0.8932479557479558,0.8754704892127936,0.8928571428571429
cnn_epoch_5_language_512_cnode_32,0.7449834932853159,0.744721689059501,0.744851571318467,0.7018294300634943,0.702240601773032,0.7020337199460116,0.744721689059501
cnn_epoch_5_language_512_cnode_32,0.8019350776029295,0.8157389635316699,0.8036719118954169,0.7485983961393798,0.6906337968940934,0.7104204184174838,0.8157389635316699
cnn_epoch_5_language_512_cnode_32,0.8036235332120237,0.8072936660268714,0.8052993566890327,0.727900057635092,0.7186550360178146,0.7230047684246914,0.8072936660268714
cnn_epoch_5_language_512_cnode_32,0.8018251330306009,0.8057581573896353,0.8020784159120589,0.7870417914705463,0.7660397886434873,0.7744157979622069,0.8057581573896353
cnn_epoch_5_language_512_cnode_32,0.8208892756802295,0.8284069097888676,0.8140511678948182,0.8015473466274381,0.7140802663683639,0.7401801235736163,0.8284069097888676
cnn_epoch_5_language_512_cnode_32,0.882122432709904,0.8817658349328215,0.8818271139242044,0.8812487681560521,0.8820400755955873,0.8815268468664283,0.8817658349328215
cnn_epoch_5_language_512_cnode_32,0.8814291127593659,0.8833013435700576,0.8819409563174587,0.8607805671837555,0.8443328624367873,0.8519339528803251,0.8833013435700576
cnn_epoch_5_language_512_cnode_32,0.8733879058263418,0.872936660268714,0.8731453766411997,0.8548253044784707,0.8571644042232278,0.8559737114503284,0.872936660268714
cnn_epoch_5_language_512_cnode_32,0.9122700845548213,0.9059500959692899,0.9075664588888563,0.8792282024838637,0.9062771058296908,0.8906652660308644,0.9059500959692899
cnn_epoch_5_language_512_cnode_32,0.9096093988071917,0.9086021505376344,0.9090175104540026,0.8866945006747639,0.8937890812890813,0.8901186342592593,0.9086021505376344
cnn_epoch_5_language_512_cnode_64,0.7701254521169566,0.7228406909788867,0.7326999246159233,0.7058883246917491,0.7381475313641548,0.7059120617944148,0.7228406909788867
cnn_epoch_5_language_512_cnode_64,0.7969453470923293,0.8126679462571977,0.7891546123908637,0.75975123920401,0.6536499431886582,0.6779061518191953,0.8126679462571977
cnn_epoch_5_language_512_cnode_64,0.7926337782216677,0.8084452975047984,0.7950690732423,0.7333194425151641,0.675720107206552,0.6947116259680478,0.8084452975047984
cnn_epoch_5_language_512_cnode_64,0.8166255537120151,0.819961612284069,0.8159508574260439,0.8057133315889222,0.7795595725807625,0.7897125603777426,0.819961612284069
cnn_epoch_5_language_512_cnode_64,0.8318482562374394,0.837619961612284,0.8246145671474977,0.8165013157951223,0.7281382528549967,0.7554519882155162,0.837619961612284
cnn_epoch_5_language_512_cnode_64,0.8491804007189167,0.8449136276391555,0.8437752388750419,0.8511404496024322,0.8409411839839537,0.8427293441980126,0.8449136276391555
cnn_epoch_5_language_512_cnode_64,0.8838777846531636,0.8856046065259117,0.8819868001126547,0.8761408132154991,0.8312548807988278,0.84956786295636,0.8856046065259117
cnn_epoch_5_language_512_cnode_64,0.8752669724456357,0.8763915547024952,0.8755986819327266,0.8625451356649128,0.8533584715937657,0.8576599355167147,0.8763915547024952
cnn_epoch_5_language_512_cnode_64,0.9061366397073036,0.9059500959692899,0.9060395268199389,0.8860458791232141,0.8875170277933402,0.8867761215900891,0.9059500959692899
cnn_epoch_5_language_512_cnode_64,0.9121638856322263,0.9120583717357911,0.9121097230658051,0.8929603564810351,0.8938792688792689,0.8934178389406772,0.9120583717357911
cnn_epoch_5_language_512_cnode_128,0.7661561589284986,0.7385796545105566,0.7461482024750927,0.7095728334734268,0.7355920483534163,0.7150888915334904,0.7385796545105566
cnn_epoch_5_language_512_cnode_128,0.8008429131112957,0.8153550863723609,0.8018091741307387,0.7496083115728651,0.6852222898351399,0.7061626567292352,0.8153550863723609
cnn_epoch_5_language_512_cnode_128,0.7933800267671266,0.8065259117082534,0.7970383741949318,0.7275097532942663,0.6867039631220089,0.7019596946864325,0.8065259117082534
cnn_epoch_5_language_512_cnode_128,0.7919892891244865,0.7930902111324376,0.780687309412388,0.7903455780429288,0.7273348298030133,0.7436514669939819,0.7930902111324376
cnn_epoch_5_language_512_cnode_128,0.8269582767222354,0.8341650671785029,0.8221032689280943,0.8063280274656679,0.7277827804364072,0.7530467573232775,0.8341650671785029
cnn_epoch_5_language_512_cnode_128,0.859550692743599,0.8564299424184261,0.8556059374806815,0.8612372747208064,0.853015840539671,0.8547152850847368,0.8564299424184261
cnn_epoch_5_language_512_cnode_128,0.8765798368431187,0.8790786948176583,0.8766750509402331,0.8597198950972536,0.8321754689222904,0.8442399976766262,0.8790786948176583
cnn_epoch_5_language_512_cnode_128,0.8800953643208415,0.8717850287907869,0.873821675099437,0.8502507069609235,0.8732964638846992,0.8591933821682605,0.8717850287907869
cnn_epoch_5_language_512_cnode_128,0.9124038665700055,0.909404990403071,0.9103661102259566,0.8854889529717678,0.9022128310643829,0.8931140094051604,0.909404990403071
cnn_epoch_5_language_512_cnode_128,0.9163878077746144,0.9074500768049155,0.9094392548096008,0.8791358909085418,0.9132996632996633,0.8928577099155839,0.9074500768049155
cnn_epoch_6_language_256_cnode_32,0.7331060719687807,0.7293666026871402,0.7310708475693225,0.6856915191541316,0.6904298004925702,0.687852945300649,0.7293666026871402
cnn_epoch_6_language_256_cnode_32,0.8035176184944404,0.818042226487524,0.7986019627083637,0.7649608823906631,0.6703433252032922,0.6953904859266393,0.818042226487524
cnn_epoch_6_language_256_cnode_32,0.8383307752087338,0.8145873320537428,0.8223356697717021,0.7463085355776502,0.7915417085961189,0.7622753503335985,0.8145873320537428
cnn_epoch_6_language_256_cnode_32,0.8174600893798772,0.8157389635316699,0.805369833363335,0.8201517040731505,0.7545733541146967,0.7729379189317187,0.8157389635316699
cnn_epoch_6_language_256_cnode_32,0.8654927535488108,0.8687140115163148,0.8616877799104287,0.8537277567766919,0.7849248750237885,0.8103639846743295,0.8687140115163148
cnn_epoch_6_language_256_cnode_32,0.8840730368601565,0.8825335892514395,0.8821380621678168,0.8852767538733555,0.8801155931273299,0.8815195251327894,0.8825335892514395
cnn_epoch_6_language_256_cnode_32,0.9087254348066144,0.9071017274472168,0.9077354563448814,0.8813373121414839,0.8918890263555824,0.8863564255913194,0.9071017274472168
cnn_epoch_6_language_256_cnode_32,0.89478173728389,0.8852207293666027,0.8872362442888675,0.8645274989442224,0.8911546840958606,0.8744807127878208,0.8852207293666027
cnn_epoch_6_language_256_cnode_32,0.9257252810098084,0.9193857965451055,0.9208286467721533,0.8941159070816371,0.9234399839604586,0.906440223674651,0.9193857965451055
cnn_epoch_6_language_256_cnode_32,0.9199257512667436,0.9205069124423964,0.9191094962284939,0.9160082944530845,0.8877164502164503,0.900270255418846,0.9205069124423964
mlp_epoch_4_language_256_contents_node_64,0.7449306170870506,0.7543186180422264,0.7471535743249342,0.7122378954508919,0.6887624175606208,0.6972505585756249,0.7543186180422264
mlp_epoch_4_language_256_contents_node_64,0.8028890638180981,0.817658349328215,0.800646724496998,0.759547131023641,0.6769747506979796,0.7008021247492227,0.817658349328215
mlp_epoch_4_language_256_contents_node_64,0.7849914994051849,0.7481765834932822,0.7608111357135025,0.6736739842663928,0.7128488447398049,0.6844047703472567,0.7481765834932822
mlp_epoch_4_language_256_contents_node_64,0.7915647217163819,0.7942418426103647,0.7836733272455223,0.7870836814700082,0.7330163250036024,0.7482935707311866,0.7942418426103647
mlp_epoch_4_language_256_contents_node_64,0.7610399111524782,0.7792706333973128,0.7421837901424352,0.7321480807619734,0.6117370881122907,0.6246342196263521,0.7792706333973128
mlp_epoch_4_language_256_contents_node_64,0.7321044844785022,0.7071017274472169,0.6939975481908521,0.7360396079084797,0.6960175128200277,0.6898726780609044,0.7071017274472169
mlp_epoch_4_language_256_contents_node_64,0.871835815670994,0.8744721689059501,0.8721708268803535,0.8526972260476097,0.8277191350712634,0.8387576711416295,0.8744721689059501
mlp_epoch_4_language_256_contents_node_64,0.9241634016731156,0.9220729366602687,0.9226737571749253,0.9069645758856029,0.9197184514831573,0.9127875287064868,0.9220729366602687
mlp_epoch_4_language_256_contents_node_64,0.9172925490351068,0.9178502879078695,0.9174942219379544,0.903640622535892,0.8967020825808873,0.9000631742289302,0.9178502879078695
mlp_epoch_4_language_256_contents_node_64,0.9394620951683679,0.9374039938556068,0.9356072187698872,0.9484518817025085,0.8996212121212122,0.9199105916210402,0.9374039938556068
mlp_epoch_4_language_256_contents_node_128,0.706117084379904,0.7259117082533589,0.7022699783025359,0.6764551404240754,0.6235578274021059,0.631416430055978,0.7259117082533589
mlp_epoch_4_language_256_contents_node_128,0.8132606283449146,0.8218809980806142,0.8160607330968274,0.7533059568331255,0.7221645038778481,0.7351008471723519,0.8218809980806142
mlp_epoch_4_language_256_contents_node_128,0.7873890098864391,0.7773512476007678,0.7817133106304628,0.6922337363270006,0.7079306445345581,0.699010953459352,0.7773512476007678
mlp_epoch_4_language_256_contents_node_128,0.8235031090557552,0.8264875239923225,0.822587372282196,0.813815065113944,0.7867358849992134,0.7972659327702386,0.8264875239923225
mlp_epoch_4_language_256_contents_node_128,0.8286677924277978,0.835700575815739,0.8240277716401513,0.8081662610377214,0.7307812811860324,0.7559721105980778,0.835700575815739
mlp_epoch_4_language_256_contents_node_128,0.7874548081022759,0.7719769673704414,0.7665617505416376,0.7909231657052935,0.7641206572747743,0.7641348088531187,0.7719769673704414
mlp_epoch_4_language_256_contents_node_128,0.8871031831330798,0.8890595009596929,0.8873608395670947,0.8703576865127431,0.8483307302406252,0.8582807706520181,0.8890595009596929
mlp_epoch_4_language_256_contents_node_128,0.9271318616470067,0.926295585412668,0.926596385959097,0.9136170403599273,0.9204256745433217,0.916874082583445,0.926295585412668
mlp_epoch_4_language_256_contents_node_128,0.9117453960959806,0.9040307101727447,0.9058819614419222,0.876538969234434,0.9068334418751476,0.888985371468158,0.9040307101727447
mlp_epoch_4_language_256_contents_node_128,0.9451054690211328,0.9443164362519201,0.9431750797412877,0.9497378549565112,0.9142616642616642,0.9297733452293468,0.9443164362519201
mlp_epoch_4_language_256_contents_node_256,0.7413421703690034,0.744721689059501,0.7428386903352779,0.7005818778701979,0.6947480536868378,0.6974170869631668,0.744721689059501
mlp_epoch_4_language_256_contents_node_256,0.8086481084481547,0.8191938579654511,0.7924632927573885,0.7863545862922898,0.6527429406342091,0.6794474380327227,0.8191938579654511
mlp_epoch_4_language_256_contents_node_256,0.8862347378662547,0.8882917466410749,0.8870287417680077,0.8472349633923018,0.8318741053666379,0.8391369623919744,0.8882917466410749
mlp_epoch_4_language_256_contents_node_256,0.9616059779865292,0.9612284069097888,0.9608889600283225,0.96444438511606,0.948450783729726,0.9557853463894321,0.9612284069097888
mlp_epoch_4_language_256_contents_node_256,0.9939082584668095,0.9938579654510556,0.9938333094555207,0.9959058341862845,0.9880059970014993,0.9918746988102126,0.9938579654510556
mlp_epoch_4_language_256_contents_node_256,0.9973264607386374,0.9973128598848369,0.9973124315197557,0.997469269703543,0.9971521562245729,0.9973034358530496,0.9973128598848369
mlp_epoch_4_language_256_contents_node_256,0.9996163273570252,0.999616122840691,0.9996160422479281,0.9997336174746936,0.9993141289437586,0.9995236023489604,0.999616122840691
mlp_epoch_4_language_256_contents_node_256,0.9977048502091509,0.9976967370441459,0.9976981265065585,0.9967870484179666,0.9979872632813809,0.9973837606356909,0.9976967370441459
mlp_epoch_4_language_256_contents_node_256,0.997704219219422,0.9976967370441459,0.9976940706910256,0.9983757444504602,0.9960732984293194,0.997215460305968,0.9976967370441459
mlp_epoch_4_language_256_contents_node_256,0.9984639016897081,0.9984639016897081,0.9984639016897081,0.9981361231361231,0.9981361231361231,0.9981361231361231,0.9984639016897081
mlp_epoch_4_language_256_contents_node_512,0.7024794619089767,0.7140115163147792,0.7062901794669567,0.6596027633851468,0.6431996809864626,0.6488736220045771,0.7140115163147792
mlp_epoch_4_language_256_contents_node_512,0.9893817212145456,0.9892514395393474,0.9892878550174308,0.9818308124561754,0.9884052091630345,0.9850666941829307,0.9892514395393474
mlp_epoch_4_language_256_contents_node_512,0.9992347921301998,0.9992322456813819,0.999232691699979,0.9983416252072969,0.999500998003992,0.9989198096542894,0.9992322456813819
mlp_epoch_4_language_256_contents_node_512,0.9977046930474476,0.9976967370441459,0.9976947629024134,0.9982728842832469,0.9965675057208239,0.9974127896583095,0.9976967370441459
mlp_epoch_4_language_256_contents_node_512,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mlp_epoch_4_language_256_contents_node_512,0.9984644913627639,0.9984644913627639,0.9984644913627639,0.9984595861638315,0.9984595861638315,0.9984595861638315,0.9984644913627639
